        f (GHz),             |S[1][1]| (dB),        arg(S[1][1]) (deg.),             |S[2][1]| (dB),        arg(S[2][1]) (deg.),             |S[3][1]| (dB),        arg(S[3][1]) (deg.),             |S[4][1]| (dB),        arg(S[4][1]) (deg.),             |S[1][2]| (dB),        arg(S[1][2]) (deg.),             |S[2][2]| (dB),        arg(S[2][2]) (deg.),             |S[3][2]| (dB),        arg(S[3][2]) (deg.),             |S[4][2]| (dB),        arg(S[4][2]) (deg.),             |S[1][3]| (dB),        arg(S[1][3]) (deg.),             |S[2][3]| (dB),        arg(S[2][3]) (deg.),             |S[3][3]| (dB),        arg(S[3][3]) (deg.),             |S[4][3]| (dB),        arg(S[4][3]) (deg.),             |S[1][4]| (dB),        arg(S[1][4]) (deg.),             |S[2][4]| (dB),        arg(S[2][4]) (deg.),             |S[3][4]| (dB),        arg(S[3][4]) (deg.),             |S[4][4]| (dB),        arg(S[4][4]) (deg.)
 1.58400000e+02,        -1.993768740993e+01,        +6.512725349735e+01,        -4.712780287695e+00,        -8.845880946423e+01,        -3.166202869867e+00,        -1.747360782142e+02,        -1.603817874029e+01,        -1.149526469805e+02,        -4.712780287695e+00,        -8.845880946423e+01,        -2.006539560175e+01,        +6.455757459480e+01,        -1.602847800729e+01,        -1.150924324821e+02,        -3.163995413069e+00,        -1.748100008457e+02,        -3.166202869867e+00,        -1.747360782142e+02,        -1.602847800729e+01,        -1.150924324821e+02,        -1.992872235393e+01,        +6.466244974861e+01,        -4.713739637272e+00,        -8.841433116024e+01,        -1.603817874029e+01,        -1.149526469805e+02,        -3.163995413069e+00,        -1.748100008457e+02,        -4.713739637272e+00,        -8.841433116024e+01,        -1.999319080687e+01,        +6.433713031484e+01
 1.60000000e+02,        -2.145843789709e+01,        +5.776493631400e+01,        -4.657860858651e+00,        -9.017090284060e+01,        -3.158232649860e+00,        -1.770419736493e+02,        -1.649689241313e+01,        -1.128680264078e+02,        -4.657860858651e+00,        -9.017090284060e+01,        -2.160374702247e+01,        +5.697768230877e+01,        -1.648892729735e+01,        -1.130240790679e+02,        -3.156335173669e+00,        -1.771177630112e+02,        -3.158232649860e+00,        -1.770419736493e+02,        -1.648892729735e+01,        -1.130240790679e+02,        -2.143933062001e+01,        +5.720400987046e+01,        -4.658730898412e+00,        -9.012654128021e+01,        -1.649689241313e+01,        -1.128680264078e+02,        -3.156335173669e+00,        -1.771177630112e+02,        -4.658730898412e+00,        -9.012654128021e+01,        -2.151442638509e+01,        +5.678103626679e+01
 1.61600000e+02,        -2.316272196781e+01,        +4.786144159310e+01,        -4.611307510874e+00,        -9.190793161710e+01,        -3.153628706536e+00,        -1.793477175991e+02,        -1.691860850493e+01,        -1.102207653683e+02,        -4.611307510874e+00,        -9.190793161710e+01,        -2.332121477809e+01,        +4.672833949308e+01,        -1.691304914768e+01,        -1.103924386802e+02,        -3.152060319142e+00,        -1.794252693586e+02,        -3.153628706536e+00,        -1.793477175991e+02,        -1.691304914768e+01,        -1.103924386802e+02,        -2.312427852486e+01,        +4.718868704809e+01,        -4.612094912293e+00,        -9.186370942951e+01,        -1.691860850493e+01,        -1.102207653683e+02,        -3.152060319142e+00,        -1.794252693586e+02,        -4.612094912293e+00,        -9.186370942951e+01,        -2.320913956342e+01,        +4.660572023897e+01
 1.63200000e+02,        -2.495652044999e+01,        +3.386392001683e+01,        -4.573371784200e+00,        -9.366534850767e+01,        -3.152317143747e+00,        +1.783476535707e+02,        -1.728093329477e+01,        -1.070205879716e+02,        -4.573371784200e+00,        -9.366534850767e+01,        -2.510556457415e+01,        +3.220330172671e+01,        -1.727849819085e+01,        -1.072056996209e+02,        -3.151095700428e+00,        +1.782684555928e+02,        -3.152317143747e+00,        +1.783476535707e+02,        -1.727849819085e+01,        -1.072056996209e+02,        -2.488219199537e+01,        +3.310183510327e+01,        -4.574083185179e+00,        -9.362128398780e+01,        -1.728093329477e+01,        -1.070205879716e+02,        -3.151095700428e+00,        +1.782684555928e+02,        -4.574083185179e+00,        -9.362128398780e+01,        -2.496792962111e+01,        +3.226456654619e+01
 1.64800000e+02,        -2.647395699540e+01,        +1.403365950543e+01,        -4.544242793119e+00,        -9.543852352140e+01,        -3.154221307471e+00,        +1.760449966354e+02,        -1.755984567449e+01,        -1.033293518830e+02,        -4.544242793119e+00,        -9.543852352140e+01,        -2.655149674753e+01,        +1.176354778651e+01,        -1.756119710572e+01,        -1.035238611122e+02,        -3.153363192565e+00,        +1.759642795596e+02,        -3.154221307471e+00,        +1.760449966354e+02,        -1.756119710572e+01,        -1.035238611122e+02,        -2.634458946492e+01,        +1.333389076656e+01,        -4.544884740010e+00,        -9.539463086176e+01,        -1.755984567449e+01,        -1.033293518830e+02,        -3.153363192565e+00,        +1.759642795596e+02,        -4.544884740010e+00,        -9.539463086176e+01,        -2.640322534257e+01,        +1.217848037953e+01
 1.66400000e+02,        -2.698392765132e+01,        -1.075296967817e+01,        -4.524047829049e+00,        -9.722278201123e+01,        -3.159264957242e+00,        +1.737450695009e+02,        -1.773338042261e+01,        -9.927038047047e+01,        -4.524047829049e+00,        -9.722278201123e+01,        -2.691877072450e+01,        -1.319891479683e+01,        -1.773898256536e+01,        -9.946846817643e+01,        -3.158784885794e+00,        +1.736629702691e+02,        -3.159264957242e+00,        +1.737450695009e+02,        -1.773898256536e+01,        -9.946846817643e+01,        -2.681020109066e+01,        -1.109498802826e+01,        -4.524626725434e+00,        -9.717907155579e+01,        -1.773338042261e+01,        -9.927038047047e+01,        -3.158784885794e+00,        +1.736629702691e+02,        -4.524626725434e+00,        -9.717907155579e+01,        -2.680459186492e+01,        -1.240108989829e+01
 1.68000000e+02,        -2.612188980224e+01,        -3.451340757243e+01,        -4.512853405381e+00,        -9.901344008582e+01,        -3.167375000206e+00,        +1.714485433608e+02,        -1.778628602077e+01,        -9.502303755180e+01,        -4.512853405381e+00,        -9.901344008582e+01,        -2.594393356655e+01,        -3.644739366308e+01,        -1.779627178452e+01,        -9.521776941378e+01,        -3.167285844977e+00,        +1.713652074265e+02,        -3.167375000206e+00,        +1.714485433608e+02,        -1.779627178452e+01,        -9.521776941378e+01,        -2.595451037966e+01,        -3.441516263623e+01,        -4.513375467355e+00,        -9.896991859963e+01,        -1.778628602077e+01,        -9.502303755180e+01,        -3.167285844977e+00,        +1.713652074265e+02,        -4.513375467355e+00,        -9.896991859963e+01,        -2.589059924012e+01,        -3.554216359473e+01
 1.69600000e+02,        -2.448011106386e+01,        -5.251148951025e+01,        -4.510666639163e+00,        -1.008058374148e+02,        -3.178483657358e+00,        +1.691560181837e+02,        -1.771395024308e+01,        -9.079866406699e+01,        -4.510666639163e+00,        -1.008058374148e+02,        -2.427159302469e+01,        -5.380663380358e+01,        -1.772806087679e+01,        -9.098313534524e+01,        -3.178796306124e+00,        +1.690715980430e+02,        -3.178483657358e+00,        +1.691560181837e+02,        -1.772806087679e+01,        -9.098313534525e+01,        -2.434727449032e+01,        -5.217226796225e+01,        -4.511137856785e+00,        -1.007625083641e+02,        -1.771395024308e+01,        -9.079866406699e+01,        -3.178796306125e+00,        +1.690715980430e+02,        -4.511137856785e+00,        -1.007625083641e+02,        -2.426140087336e+01,        -5.301790307833e+01
 1.71200000e+02,        -2.270964081217e+01,        -6.508846110047e+01,        -4.517436879779e+00,        -1.025953676108e+02,        -3.192529968334e+00,        +1.668680405094e+02,        -1.752368473339e+01,        -8.680400162615e+01,        -4.517436879779e+00,        -1.025953676108e+02,        -2.251218908921e+01,        -6.593834233259e+01,        -1.754131994450e+01,        -8.697253895914e+01,        -3.193253215365e+00,        +1.667826941091e+02,        -3.192529968334e+00,        +1.668680405094e+02,        -1.754131994450e+01,        -8.697253895914e+01,        -2.260881069162e+01,        -6.467379228469e+01,        -4.517862984304e+00,        -1.025522314494e+02,        -1.752368473339e+01,        -8.680400162615e+01,        -3.193253215365e+00,        +1.667826941091e+02,        -4.517862984304e+00,        -1.025522314494e+02,        -2.252282466015e+01,        -6.530503246289e+01
 1.72800000e+02,        -2.107315723323e+01,        -7.407416315299e+01,        -4.533057515966e+00,        -1.043775064830e+02,        -3.209460583538e+00,        +1.645851224252e+02,        -1.723267066768e+01,        -8.320651991264e+01,        -4.533057515966e+00,        -1.043775064830e+02,        -2.089693837943e+01,        -7.465271413921e+01,        -1.725302701424e+01,        -8.335545130916e+01,        -3.210601057919e+00,        +1.644990114907e+02,        -3.209460583538e+00,        +1.645851224252e+02,        -1.725302701424e+01,        -8.335545130916e+01,        -2.099527780986e+01,        -7.365512493432e+01,        -4.533443952452e+00,        -1.043345609409e+02,        -1.723267066768e+01,        -8.320651991264e+01,        -3.210601057919e+00,        +1.644990114907e+02,        -4.533443952452e+00,        -1.043345609409e+02,        -2.091619240150e+01,        -7.414796472158e+01
 1.74400000e+02,        -1.962411261759e+01,        -8.084100120172e+01,        -4.557367915916e+00,        -1.061478385168e+02,        -3.229229837006e+00,        +1.623077605655e+02,        -1.686366699503e+01,        -8.011473762764e+01,        -4.557367915916e+00,        -1.061478385168e+02,        -1.946864859057e+01,        -8.125405833599e+01,        -1.688589892883e+01,        -8.024251651761e+01,        -3.230791969127e+00,        +1.622210488920e+02,        -3.229229837006e+00,        +1.623077605655e+02,        -1.688589892883e+01,        -8.024251651761e+01,        -1.956202824760e+01,        -8.044138054545e+01,        -4.557719820810e+00,        -1.061050788887e+02,        -1.686366699503e+01,        -8.011473762764e+01,        -3.230791969127e+00,        +1.622210488920e+02,        -4.557719820810e+00,        -1.061050788887e+02,        -1.949096754839e+01,        -8.084606826124e+01
 1.76000000e+02,        -1.835086037199e+01,        -8.621198301626e+01,        -4.590155478850e+00,        -1.079020819509e+02,        -3.251799136831e+00,        +1.600364540241e+02,        -1.644046849757e+01,        -7.757701629351e+01,        -4.590155478850e+00,        -1.079020819509e+02,        -1.821324650732e+01,        -8.652020535719e+01,        -1.646381223356e+01,        -7.768383914299e+01,        -3.253785162986e+00,        +1.599493057757e+02,        -3.251799136831e+00,        +1.600364540241e+02,        -1.646381223356e+01,        -7.768383914299e+01,        -1.829983450365e+01,        -8.583765655148e+01,        -4.590477662146e+00,        -1.078595013823e+02,        -1.644046849757e+01,        -7.757701629351e+01,        -3.253785162986e+00,        +1.599493057757e+02,        -4.590477662146e+00,        -1.078595013823e+02,        -1.823618519380e+01,        -8.618451063699e+01
 1.77600000e+02,        -1.722801141606e+01,        -9.066900164372e+01,        -4.631157798269e+00,        -1.096361127896e+02,        -3.277135748919e+00,        +1.577717201912e+02,        -1.598460483887e+01,        -7.559323440155e+01,        -4.631157798269e+00,        -1.096361127896e+02,        -1.710527226711e+01,        -9.090779227866e+01,        -1.600844209528e+01,        -7.568045076583e+01,        -3.279545752598e+00,        +1.576842982514e+02,        -3.277135748919e+00,        +1.577717201912e+02,        -1.600844209528e+01,        -7.568045076583e+01,        -1.718497438675e+01,        -9.031962838106e+01,        -4.631454729889e+00,        -1.095937025578e+02,        -1.598460483887e+01,        -7.559323440155e+01,        -3.279545752597e+00,        +1.576842982514e+02,        -4.631454729889e+00,        -1.095937025578e+02,        -1.712776295855e+01,        -9.062703558419e+01
 1.79200000e+02,        -1.623094692044e+01,        -9.450203834029e+01,        -4.680064955492e+00,        -1.113459880188e+02,        -3.305211081699e+00,        +1.555141077054e+02,        -1.551369916497e+01,        -7.413100777627e+01,        -4.680064955492e+00,        -1.113459880188e+02,        -1.612057123791e+01,        -9.469283908537e+01,        -1.553756992566e+01,        -7.420056616302e+01,        -3.308043068940e+00,        +1.554265721174e+02,        -3.305211081699e+00,        +1.555141077054e+02,        -1.553756992566e+01,        -7.420056616302e+01,        -1.619387065466e+01,        -9.417533559318e+01,        -4.680340755522e+00,        -1.113037378091e+02,        -1.551369916497e+01,        -7.413100777627e+01,        -3.308043068940e+00,        +1.554265721174e+02,        -4.680340755522e+00,        -1.113037378091e+02,        -1.614216590608e+01,        -9.445478783059e+01
 1.80800000e+02,        -1.533902986592e+01,        -9.789250090152e+01,        -4.736521975600e+00,        -1.130279681986e+02,        -3.335998602255e+00,        +1.532642059314e+02,        -1.504114261010e+01,        -7.314045271981e+01,        -4.736521975600e+00,        -1.130279681986e+02,        -1.523900563526e+01,        -9.804880994543e+01,        -1.506472799535e+01,        -7.319449331444e+01,        -3.339248607384e+00,        +1.531767124635e+02,        -3.335998602255e+00,        +1.532642059314e+02,        -1.506472799535e+01,        -7.319449331444e+01,        -1.530653410845e+01,        -9.758578105716e+01,        -4.736780408068e+00,        -1.129858663729e+02,        -1.504114261010e+01,        -7.314045271981e+01,        -3.339248607384e+00,        +1.531767124635e+02,        -4.736780408068e+00,        -1.129858663729e+02,        -1.525954204420e+01,        -9.784471307366e+01
 1.82400000e+02,        -1.453567040174e+01,        -1.009583192870e+02,        -4.800131485954e+00,        -1.146785394855e+02,        -3.369471527147e+00,        +1.510226506180e+02,        -1.457651941156e+01,        -7.256500693384e+01,        -4.800131485954e+00,        -1.146785394855e+02,        -1.444440385015e+01,        -1.010889396225e+02,        -1.459961303003e+01,        -7.260561110846e+01,        -3.373133744360e+00,        +1.509353494813e+02,        -3.369471527147e+00,        +1.510226506180e+02,        -1.459961303003e+01,        -7.260561110846e+01,        -1.450678649107e+01,        -1.006690222156e+02,        -4.800375955859e+00,        -1.146365733435e+02,        -1.457651941156e+01,        -7.256500693385e+01,        -3.373133744360e+00,        +1.509353494813e+02,        -4.800375955859e+00,        -1.146365733435e+02,        -1.446385343652e+01,        -1.009124031102e+02
 1.84000000e+02,        -1.380765840016e+01,        -1.037788488705e+02,        -4.870456619629e+00,        -1.162944350198e+02,        -3.405600433803e+00,        +1.487901256371e+02,        -1.412632330085e+01,        -7.234822694580e+01,        -4.870456619629e+00,        -1.162944350198e+02,        -1.372388261977e+01,        -1.038897016288e+02,        -1.414880215109e+01,        -7.237728838164e+01,        -3.409667369511e+00,        +1.487031603770e+02,        -3.405600433803e+00,        +1.487901256371e+02,        -1.414880215109e+01,        -7.237728838164e+01,        -1.378168667414e+01,        -1.035047017419e+02,        -4.870690172919e+00,        -1.162525910522e+02,        -1.412632330086e+01,        -7.234822694580e+01,        -3.409667369511e+00,        +1.487031603770e+02,        -4.870690172919e+00,        -1.162525910522e+02,        -1.374227870919e+01,        -1.037359501544e+02
 1.85600000e+02,        -1.314444488052e+01,        -1.064091060223e+02,        -4.947024202638e+00,        -1.178726554926e+02,        -3.444350931574e+00,        +1.465673609379e+02,        -1.369469409096e+01,        -7.243748110055e+01,        -4.947024202638e+00,        -1.178726554926e+02,        -1.306714330509e+01,        -1.065042816684e+02,        -1.371649389932e+01,        -7.245665608971e+01,        -3.448813572040e+00,        +1.464808675118e+02,        -3.444350931574e+00,        +1.465673609379e+02,        -1.371649389932e+01,        -7.245665608971e+01,        -1.312086661854e+01,        -1.061481458351e+02,        -4.947249528907e+00,        -1.178309196258e+02,        -1.369469409096e+01,        -7.243748110055e+01,        -3.448813572040e+00,        +1.464808675118e+02,        -4.947249528907e+00,        -1.178309196258e+02,        -1.308454627134e+01,        -1.063696738065e+02
 1.87200000e+02,        -1.253753886634e+01,        -1.088882127697e+02,        -5.029328255484e+00,        -1.194104886066e+02,        -3.485681516576e+00,        +1.443551270510e+02,        -1.328405324715e+01,        -7.278558972734e+01,        -5.029328255484e+00,        -1.194104886066e+02,        -1.246588632915e+01,        -1.089706031932e+02,        -1.330514945193e+01,        -7.279629269805e+01,        -3.490529505331e+00,        +1.442692330990e+02,        -3.485681516576e+00,        +1.443551270510e+02,        -1.330514945193e+01,        -7.279629269805e+01,        -1.251596040659e+01,        -1.086387613437e+02,        -5.029547693154e+00,        -1.193688464391e+02,        -1.328405324715e+01,        -7.278558972734e+01,        -3.490529505331e+00,        +1.442692330990e+02,        -5.029547693154e+00,        -1.193688464391e+02,        -1.248236640043e+01,        -1.088523085233e+02
 1.88800000e+02,        -1.198003731917e+01,        -1.112445881361e+02,        -5.116833827146e+00,        -1.209055270613e+02,        -3.529541713406e+00,        +1.421542266413e+02,        -1.289560534751e+01,        -7.335125111526e+01,        -5.116833827146e+00,        -1.209055270613e+02,        -1.191335588385e+01,        -1.113162797181e+02,        -1.291599924536e+01,        -7.335467272728e+01,        -3.534763533055e+00,        +1.420690509466e+02,        -3.529541713406e+00,        +1.421542266413e+02,        -1.291599924536e+01,        -7.335467272728e+01,        -1.196015361117e+01,        -1.110052140652e+02,        -5.117049370969e+00,        -1.208639640927e+02,        -1.289560534751e+01,        -7.335125111526e+01,        -3.534763533055e+00,        +1.420690509466e+02,        -5.117049370969e+00,        -1.208639640927e+02,        -1.192898465451e+01,        -1.112120596496e+02
 1.90400000e+02,        -1.146626783035e+01,        -1.134992469185e+02,        -5.208981164401e+00,        -1.223556846391e+02,        -3.575870581581e+00,        +1.399654837213e+02,        -1.252971370968e+01,        -7.409882138412e+01,        -5.208981164401e+00,        -1.223556846391e+02,        -1.140399390189e+01,        -1.135617724296e+02,        -1.254942272980e+01,        -7.409595572016e+01,        -3.581453735011e+00,        +1.398811358533e+02,        -3.575870581581e+00,        +1.399654837213e+02,        -1.254942272980e+01,        -7.409595572016e+01,        -1.144783804188e+01,        -1.132687273907e+02,        -5.209194475199e+00,        -1.223141864915e+02,        -1.252971370968e+01,        -7.409882138412e+01,        -3.581453735011e+00,        +1.398811358533e+02,        -5.209194475199e+00,        -1.223141864915e+02,        -1.141884024555e+01,        -1.134698284210e+02
 1.92000000e+02,        -1.099151866934e+01,        -1.156679603907e+02,        -5.305190202623e+00,        -1.237592099441e+02,        -3.624595637543e+00,        +1.377897312027e+02,        -1.218617290413e+01,        -7.499779612952e+01,        -5.305190202623e+00,        -1.237592099441e+02,        -1.093317843460e+01,        -1.157224647728e+02,        -1.220522395813e+01,        -7.498946969038e+01,        -3.630526824136e+00,        +1.377063113270e+02,        -3.624595637543e+00,        +1.377897312027e+02,        -1.220522395813e+01,        -7.498946969038e+01,        -1.097434946880e+01,        -1.154452472179e+02,        -5.305402619252e+00,        -1.237177625775e+02,        -1.218617290413e+01,        -7.499779612952e+01,        -3.630526824136e+00,        +1.377063113270e+02,        -5.305402619252e+00,        -1.237177625775e+02,        -1.094730667725e+01,        -1.156413311481e+02
 1.93600000e+02,        -1.055183440409e+01,        -1.177627112283e+02,        -5.404865347047e+00,        -1.251146973487e+02,        -3.675632216186e+00,        +1.356277974824e+02,        -1.186440246757e+01,        -7.602219080620e+01,        -5.404865347047e+00,        -1.251146973487e+02,        -1.049702536064e+01,        -1.178100632717e+02,        -1.188282749821e+01,        -7.600908976056e+01,        -3.681897499410e+00,        +1.355453963177e+02,        -3.675632216186e+00,        +1.356277974824e+02,        -1.188282749821e+01,        -7.600908976056e+01,        -1.053576825283e+01,        -1.175469020643e+02,        -5.405077900726e+00,        -1.250732872706e+02,        -1.186440246757e+01,        -7.602219080620e+01,        -3.681897499409e+00,        +1.355453963177e+02,        -5.405077900726e+00,        -1.250732872706e+02,        -1.051049461901e+01,        -1.177385301274e+02
 1.95200000e+02,        -1.014386028542e+01,        -1.197926981083e+02,        -5.507400497175e+00,        -1.264210947366e+02,        -3.728883270894e+00,        +1.334804927307e+02,        -1.156358276090e+01,        -7.714992285302e+01,        -5.507400497175e+00,        -1.264210947366e+02,        -1.009223722081e+01,        -1.198335672189e+02,        -1.158141582253e+01,        -7.713261709222e+01,        -3.735468234614e+00,        +1.333991916307e+02,        -3.728883270894e+00,        +1.334804927307e+02,        -1.158141582253e+01,        -7.713261709222e+01,        -1.012876707554e+01,        -1.195830125762e+02,        -5.507613928412e+00,        -1.263797092054e+02,        -1.156358276090e+01,        -7.714992285302e+01,        -3.735468234614e+00,        +1.333991916307e+02,        -5.507613928412e+00,        -1.263797092054e+02,        -1.010510133463e+01,        -1.197706240228e+02
 1.96800000e+02,        -9.764722918356e+00,        -1.217650452890e+02,        -5.612184252378e+00,        -1.276777076862e+02,        -3.784239589458e+00,        +1.313485954943e+02,        -1.128274935903e+01,        -7.836224380029e+01,        -5.612184252378e+00,        -1.276777076862e+02,        -9.715987158754e+00,        -1.217999551914e+02,        -1.130002474724e+01,        -7.834120744484e+01,        -3.791129481335e+00,        +1.312684666276e+02,        -3.784239589458e+00,        +1.313485954943e+02,        -1.130002474724e+01,        -7.834120744484e+01,        -9.750493891533e+00,        -1.215608053476e+02,        -5.612399030836e+00,        -1.276363349092e+02,        -1.128274935903e+01,        -7.836224380029e+01,        -3.791129481335e+00,        +1.312684666276e+02,        -5.612399030836e+00,        -1.276363349092e+02,        -9.728294914599e+00,        -1.217447488697e+02
 1.98400000e+02,        -9.411938076782e+00,        -1.236853140924e+02,        -5.718605224591e+00,        -1.288841998193e+02,        -3.841580385764e+00,        +1.292328401357e+02,        -1.102085815112e+01,        -7.964323943259e+01,        -5.718605224591e+00,        -1.288841998193e+02,        -9.365829154957e+00,        -1.237146809737e+02,        -1.103760924244e+01,        -7.961886796106e+01,        -3.848760247215e+00,        +1.291539467404e+02,        -3.841580385764e+00,        +1.292328401357e+02,        -1.103760924244e+01,        -7.961886796106e+01,        -9.398481327629e+00,        -1.234859279190e+02,        -5.718821572280e+00,        -1.288428291413e+02,        -1.102085815112e+01,        -7.964323943259e+01,        -3.848760247215e+00,        +1.291539467404e+02,        -5.718821572280e+00,        -1.288428291413e+02,        -9.377624640855e+00,        -1.236664843176e+02
