        f (GHz),              E_elec[1] (J),               E_mag[1] (J),               E_cap[1] (J),               E_ind[1] (J),              E_elec[2] (J),               E_mag[2] (J),               E_cap[2] (J),               E_ind[2] (J),              E_elec[3] (J),               E_mag[3] (J),               E_cap[3] (J),               E_ind[3] (J),              E_elec[4] (J),               E_mag[4] (J),               E_cap[4] (J),               E_ind[4] (J),              E_elec[5] (J),               E_mag[5] (J),               E_cap[5] (J),               E_ind[5] (J),              E_elec[6] (J),               E_mag[6] (J),               E_cap[6] (J),               E_ind[6] (J),              E_elec[7] (J),               E_mag[7] (J),               E_cap[7] (J),               E_ind[7] (J)
 1.87200000e+02,        +8.147046258000e-12,        +7.989387426735e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.788071217084e-12,        +2.534530675821e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.780004801489e-12,        +3.584741875842e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.782684531362e-12,        +4.267034539918e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.824819728039e-12,        +3.636399070907e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.788435523981e-12,        +4.269857640948e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.791784234047e-12,        +2.537392774480e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.88800000e+02,        +8.153836951950e-12,        +7.871893989901e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.720552638335e-12,        +2.467330981423e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.629455028411e-12,        +3.443636245783e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.480889931108e-12,        +3.973301809440e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.673942528641e-12,        +3.491883693780e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.478647977755e-12,        +3.975235021527e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.722972274322e-12,        +2.469413748216e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.90400000e+02,        +8.027222893348e-12,        +7.624999778519e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.656053762327e-12,        +2.404544591816e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.492341319864e-12,        +3.311977244037e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.193034562076e-12,        +3.705287231662e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.537809287135e-12,        +3.357982907313e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.189786206564e-12,        +3.712468826337e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.657411452381e-12,        +2.406091026360e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.92000000e+02,        +7.777470743823e-12,        +7.267672636519e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.595938693210e-12,        +2.347116363515e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.372695428284e-12,        +3.194556344017e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.936621725401e-12,        +3.476495176294e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.420332775417e-12,        +3.239575754663e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.938431550003e-12,        +3.493833887205e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.596490583337e-12,        +2.348378749788e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.93600000e+02,        +7.428918474099e-12,        +6.830153540828e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.540998358027e-12,        +2.295472356316e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.271905057198e-12,        +3.093528725394e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.720037185473e-12,        +3.291902404323e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.322800229456e-12,        +3.138803698277e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.731983218578e-12,        +3.323252805700e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.540999725388e-12,        +2.296695224126e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.95200000e+02,        +7.012671368121e-12,        +6.346242906424e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.491657681221e-12,        +2.249726034934e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.190047369390e-12,        +3.009525771628e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.546223369210e-12,        +3.151830195106e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.245233611810e-12,        +3.056256501661e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.572614382874e-12,        +3.200321758481e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.491355908457e-12,        +2.251144045777e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.96800000e+02,        +6.559722423493e-12,        +5.846850675935e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.448125079696e-12,        +2.209817462778e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.126743715067e-12,        +2.942468476016e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.415524467001e-12,        +3.054654905968e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.187245742867e-12,        +2.991825120496e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.460190157945e-12,        +3.123009768269e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.447763850612e-12,        +2.211661279577e-12,        +0.000000000000e+00,        +0.000000000000e+00
 1.98400000e+02,        +6.096368616324e-12,        +5.356288221579e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.410475804677e-12,        +2.175586462549e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.081586835596e-12,        +2.892033706646e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.327412743125e-12,        +2.998303755238e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.148455023931e-12,        +2.945181622656e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.393961629873e-12,        +3.089076201163e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.410305092605e-12,        +2.178091735368e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.00000000e+02,        +5.642265208647e-12,        +4.891240188723e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.378680825721e-12,        +2.146794971133e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.054265353837e-12,        +2.857846635568e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.281305047106e-12,        +2.980849343724e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.128587454619e-12,        +2.915967211864e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.373299428037e-12,        +3.096561219509e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.378969211506e-12,        +2.150211194816e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.01600000e+02,        +5.210456957219e-12,        +4.461514291137e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.352590272640e-12,        +2.123109118154e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.044463081527e-12,        +2.839461904952e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.276688341790e-12,        +3.000458265537e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.127341190590e-12,        +2.903753450738e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.397698273676e-12,        +3.143608087017e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.353636857054e-12,        +2.127705463732e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.03200000e+02,        +4.808464424018e-12,        +4.071580417476e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.331873213152e-12,        +2.104044495779e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.051546236195e-12,        +2.836152271078e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.312637808878e-12,        +3.054797158755e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.144020793745e-12,        +2.907792961374e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.466123222273e-12,        +3.227705371767e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.334015620798e-12,        +2.110108787137e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.04800000e+02,        +4.439695558290e-12,        +3.722206995192e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.315913479856e-12,        +2.088876837188e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.074012967361e-12,        +2.846492803366e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.386691235655e-12,        +3.139894144199e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.176909913623e-12,        +2.926542965364e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.575639886001e-12,        +3.344329277474e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.319526223985e-12,        +2.096701976741e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.06400000e+02,        +4.104762878956e-12,        +3.411847430413e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.303673469402e-12,        +2.076532231162e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.108705668012e-12,        +2.867747884945e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.493051663993e-12,        +3.248490830101e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.222385926060e-12,        +2.956968465993e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.719297236462e-12,        +3.485025645834e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.309147864899e-12,        +2.086382660243e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.08000000e+02,        +3.802535727957e-12,        +3.137673093232e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.293575050856e-12,        +2.065504017547e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.149938561458e-12,        +2.895187697338e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.620383105778e-12,        +3.368227428683e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.273956528726e-12,        +2.993768643938e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.883591207321e-12,        +3.635342897760e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.301270257606e-12,        +2.077556032592e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.09600000e+02,        +3.530903628263e-12,        +2.896276601079e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.283508748750e-12,        +2.053894357492e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.189011763925e-12,        +2.921712758371e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.750180356554e-12,        +3.480659161418e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.321758833971e-12,        +3.028956304882e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.046681831523e-12,        +3.773794028049e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.293668705895e-12,        +2.068153152311e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.11200000e+02,        +3.287292358125e-12,        +2.684115807377e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.271123996914e-12,        +2.039704079766e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.214920692328e-12,        +2.938430630513e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.857586188493e-12,        +3.562787503649e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.353431631241e-12,        +3.052520462462e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.179553587096e-12,        +3.873800159910e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.283773311568e-12,        +2.055920584980e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.12800000e+02,        +3.068992424788e-12,        +2.497773164105e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.254464883782e-12,        +2.021401870254e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.216904591482e-12,        +2.936692641702e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.916453739776e-12,        +3.592413400789e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.357058323804e-12,        +3.054744600823e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.252144698288e-12,        +3.910071387910e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.269325572524e-12,        +2.039035550244e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.14400000e+02,        +2.873355581607e-12,        +2.334092503689e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.232731534422e-12,        +1.998553151381e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.188267975760e-12,        +2.911132486735e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.907960887603e-12,        +3.556073756165e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.325488313997e-12,        +3.029654446201e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.243480931221e-12,        +3.867865681573e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.249218067677e-12,        +2.016826740871e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.16000000e+02,        +2.697903468893e-12,        +2.190238981794e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.206676391639e-12,        +1.972082056113e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.129293668361e-12,        +2.861968148029e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.828171103107e-12,        +3.454983352468e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.259541063674e-12,        +2.977617959411e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +4.150316370757e-12,        +3.749725888984e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.223997343061e-12,        +1.990129821251e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.17600000e+02,        +2.540380123380e-12,        +2.063713268608e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.178291915139e-12,        +1.943912154980e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.047081580151e-12,        +2.794852520801e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.689179196521e-12,        +3.304511061648e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.167682350467e-12,        +2.905153326526e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.988094113420e-12,        +3.574572757044e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.195621851909e-12,        +1.960961857539e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.19200000e+02,        +2.398769281481e-12,        +1.952339323634e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.149990776231e-12,        +1.916212246301e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.952465940770e-12,        +2.718408895724e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.513219371432e-12,        +3.127587014281e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.062423147862e-12,        +2.822101898592e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.783733694555e-12,        +3.369798477593e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.166636541749e-12,        +1.931724276655e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.20800000e+02,        +2.271288004717e-12,        +1.854235441285e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.123812081482e-12,        +1.890718732079e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.856290241435e-12,        +2.641271374182e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.324327962948e-12,        +2.946806735830e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.956051643296e-12,        +2.738223465055e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.565768986531e-12,        +3.162005514029e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.139321408639e-12,        +1.904449543545e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.22400000e+02,        +2.156358905842e-12,        +1.767768947197e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.100966045260e-12,        +1.868370652702e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.767002366399e-12,        +2.570183652270e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.142204477878e-12,        +2.779246789943e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.857875504564e-12,        +2.660956480405e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.357210386492e-12,        +2.970989350407e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.115178231348e-12,        +1.880379188649e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.24000000e+02,        +2.052555100239e-12,        +1.691486741298e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.081616902412e-12,        +1.849135850701e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.689740554572e-12,        +2.509270667234e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.979202506423e-12,        +2.634295210269e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.773115957159e-12,        +2.594472245600e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.172056061781e-12,        +2.807167727769e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.094675286439e-12,        +1.859757566181e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.25600000e+02,        +1.958520055717e-12,        +1.624022663461e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.064705003196e-12,        +1.831866308582e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.625925828587e-12,        +2.459667915164e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.838756928362e-12,        +2.512702002432e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.702418174939e-12,        +2.539215149440e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +3.013401703039e-12,        +2.670334614927e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.077011558819e-12,        +1.841630056501e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.27200000e+02,        +1.872924113518e-12,        +1.564045711106e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.048067533861e-12,        +1.814482333789e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.572968397636e-12,        +2.419188718207e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.714952612592e-12,        +2.406840211010e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.641854969079e-12,        +2.491886697502e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.873040814010e-12,        +2.550063174911e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.060100636944e-12,        +1.823898214751e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.28800000e+02,        +1.794581931067e-12,        +1.510379479196e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.029596145208e-12,        +1.795161138813e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.525681420815e-12,        +2.383408859717e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.596979786390e-12,        +2.305779077447e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.585378897468e-12,        +2.447520656459e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.737342500133e-12,        +2.432475242459e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.041597031405e-12,        +1.804420418186e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.30400000e+02,        +1.722669567358e-12,        +1.462228362106e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.008901059080e-12,        +1.773861568198e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.480277024860e-12,        +2.349016563677e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.478837088530e-12,        +2.204542498945e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.529775768316e-12,        +2.403611703586e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.599401410957e-12,        +2.312057428687e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.020697674515e-12,        +1.782731167759e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.32000000e+02,        +1.656715447178e-12,        +1.419166947937e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.987286547302e-12,        +1.752091600767e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.436826828667e-12,        +2.315983567699e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.363498840076e-12,        +2.106867665225e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.476559629736e-12,        +2.361600942607e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.463669226069e-12,        +2.194532817744e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.998456296503e-12,        +1.760139440122e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.33600000e+02,        +1.596360752335e-12,        +1.380886733073e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.966186223346e-12,        +1.731318973777e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.397464844083e-12,        +2.286109608525e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.257275691728e-12,        +2.018926193208e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.428906308794e-12,        +2.324236709344e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.338405638670e-12,        +2.088296609616e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.976325323331e-12,        +1.738185103316e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.35200000e+02,        +1.541208168082e-12,        +1.347035793496e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.946268396076e-12,        +1.712185092519e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.363906703152e-12,        +2.260894041362e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.164202182592e-12,        +1.944148431591e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.388792413474e-12,        +2.293193392977e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.228690223307e-12,        +1.997849317654e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.955114032005e-12,        +1.717673904057e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.36800000e+02,        +1.490825821785e-12,        +1.317222237356e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.927580285233e-12,        +1.694721065026e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.336783606957e-12,        +2.240922058613e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.085248548787e-12,        +1.882931197543e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.356654700081e-12,        +2.268823745911e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.135652450230e-12,        +1.923669607996e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.935000529541e-12,        +1.698767995785e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.38400000e+02,        +1.444792134086e-12,        +1.291061160432e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.909923788944e-12,        +1.678733767082e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.316006000633e-12,        +2.226147701283e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.019633132378e-12,        +1.834110622778e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.332085083596e-12,        +2.250760087813e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.058236332604e-12,        +1.864236626050e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.915869857103e-12,        +1.681348420368e-12,        +0.000000000000e+00,        +0.000000000000e+00
 2.40000000e+02,        +1.402722832477e-12,        +1.268203059859e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.893081595835e-12,        +1.664020124460e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.301188574957e-12,        +2.216248534408e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.965961694312e-12,        +1.796076633366e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +2.314405429526e-12,        +2.238399563348e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.994655089404e-12,        +1.817489736698e-12,        +0.000000000000e+00,        +0.000000000000e+00,        +1.897548175088e-12,        +1.665245505574e-12,        +0.000000000000e+00,        +0.000000000000e+00
