        f (GHz),            V_inc[1][1] (V),            Re{V[1][1]} (V),            Im{V[1][1]} (V),            Re{V[2][1]} (V),            Im{V[2][1]} (V),            Re{V[3][1]} (V),            Im{V[3][1]} (V),            V_inc[2][2] (V),            Re{V[1][2]} (V),            Im{V[1][2]} (V),            Re{V[2][2]} (V),            Im{V[2][2]} (V),            Re{V[3][2]} (V),            Im{V[3][2]} (V),            V_inc[3][3] (V),            Re{V[1][3]} (V),            Im{V[1][3]} (V),            Re{V[2][3]} (V),            Im{V[2][3]} (V),            Re{V[3][3]} (V),            Im{V[3][3]} (V)
 1.60000000e+02,        +7.071067811865e+00,        +7.242011435681e+00,        -7.033525590227e-02,        -1.214968279861e-01,        -4.789882817265e+00,        -1.220892598373e-01,        -4.791476459038e+00,        +7.071067811865e+00,        -1.214968279858e-01,        -4.789882817265e+00,        +1.058157824876e+01,        -3.623718309427e-01,        -3.160006588189e+00,        +7.776376966431e-02,        +7.071067811865e+00,        -1.220892598375e-01,        -4.791476459038e+00,        -3.160006588189e+00,        +7.776376966454e-02,        +1.057806817595e+01,        -3.639626419495e-01
 1.61000000e+02,        +7.071067811865e+00,        +7.240225426143e+00,        -9.445328867517e-02,        -1.716010696546e-01,        -4.788029255609e+00,        -1.722325703310e-01,        -4.789604231978e+00,        +7.071067811865e+00,        -1.716010696548e-01,        -4.788029255609e+00,        +1.057744923509e+01,        -3.984473781385e-01,        -3.157622383621e+00,        +1.338995599663e-01,        +7.071067811865e+00,        -1.722325703309e-01,        -4.789604231978e+00,        -3.157622383621e+00,        +1.338995599661e-01,        +1.057392379448e+01,        -4.000185761257e-01
 1.62000000e+02,        +7.071067811865e+00,        +7.237943511088e+00,        -1.185429908921e-01,        -2.216827187037e-01,        -4.785601042622e+00,        -2.223529952793e-01,        -4.787156080513e+00,        +7.071067811865e+00,        -2.216827187037e-01,        -4.785601042622e+00,        +1.057283694476e+01,        -4.344831730107e-01,        -3.154322446639e+00,        +1.900253094549e-01,        +7.071067811865e+00,        -2.223529952794e-01,        -4.787156080513e+00,        -3.154322446639e+00,        +1.900253094549e-01,        +1.056929645448e+01,        -4.360350005015e-01
 1.63000000e+02,        +7.071067811865e+00,        +7.235166250066e+00,        -1.425939379026e-01,        -2.717337361588e-01,        -4.782598372018e+00,        -2.724424603770e-01,        -4.784132183429e+00,        +7.071067811865e+00,        -2.717337361587e-01,        -4.782598372018e+00,        +1.056773795839e+01,        -4.704777538560e-01,        -3.150102739417e+00,        +2.461302985671e-01,        +7.071067811865e+00,        -2.724424603769e-01,        -4.784132183430e+00,        -3.150102739417e+00,        +2.461302985670e-01,        +1.056418270730e+01,        -4.720104814531e-01
 1.64000000e+02,        +7.071067811865e+00,        +7.231894440562e+00,        -1.665957175676e-01,        -3.217460831829e-01,        -4.779021591288e+00,        -3.224928899746e-01,        -4.780532872703e+00,        +7.071067811865e+00,        -3.217460831831e-01,        -4.779021591288e+00,        +1.056214838185e+01,        -5.064294614278e-01,        -3.144958962542e+00,        +3.022035962130e-01,        +7.071067811865e+00,        -3.224928899745e-01,        -4.780532872703e+00,        -3.144958962542e+00,        +3.022035962129e-01,        +1.055857862641e+01,        -5.079433878828e-01
 1.65000000e+02,        +7.071067811865e+00,        +7.228129117687e+00,        -1.905379364618e-01,        -3.717117251255e-01,        -4.774871201789e+00,        -3.724962109443e-01,        -4.776358633537e+00,        +7.071067811865e+00,        -3.717117251255e-01,        -4.774871201789e+00,        +1.055606382514e+01,        -5.423364017733e-01,        -3.138886534163e+00,        +3.582340281742e-01,        +7.071067811865e+00,        -3.724962109443e-01,        -4.776358633537e+00,        -3.138886534163e+00,        +3.582340281741e-01,        +1.055247978604e+01,        -5.438318539624e-01
 1.66000000e+02,        +7.071067811865e+00,        +7.223871553684e+00,        -2.144102260651e-01,        -4.216226355853e-01,        -4.770147858715e+00,        -4.224443565351e-01,        -4.771610104279e+00,        +7.071067811865e+00,        -4.216226355853e-01,        -4.770147858715e+00,        +1.054947938009e+01,        -5.781964044430e-01,        -3.131880567733e+00,        +4.142101408769e-01,        +7.071067811865e+00,        -4.224443565350e-01,        -4.771610104279e+00,        -3.131880567733e+00,        +4.142101408769e-01,        +1.054588123857e+01,        -5.796737372256e-01
 1.67000000e+02,        +7.071067811865e+00,        +7.219123257234e+00,        -2.382022489396e-01,        -4.714708004854e-01,        -4.764852370939e+00,        -4.723292702087e-01,        -4.766288076207e+00,        +7.071067811865e+00,        -4.714708004854e-01,        -4.764852370939e+00,        +1.054238959689e+01,        -6.140069753103e-01,        -3.123935848394e+00,        +4.701201597622e-01,        +7.071067811865e+00,        -4.723292702085e-01,        -4.766288076207e+00,        -3.123935848394e+00,        +4.701201597620e-01,        +1.053877749071e+01,        -6.154665712390e-01
 1.68000000e+02,        +7.071067811865e+00,        +7.213885972583e+00,        -2.619037048827e-01,        -5.212482221570e-01,        -4.758985700723e+00,        -5.221429094513e-01,        -4.760393493195e+00,        +7.071067811865e+00,        -5.212482221569e-01,        -4.758985700723e+00,        +1.053478845954e+01,        -6.497652431060e-01,        -3.115046808095e+00,        +5.259519413550e-01,        +7.071067811865e+00,        -5.221429094512e-01,        -4.760393493195e+00,        -3.115046808095e+00,        +5.259519413549e-01,        +1.053116247853e+01,        -6.512075119557e-01
 1.69000000e+02,        +7.071067811865e+00,        +7.208161678471e+00,        -2.855043370496e-01,        -5.709469234316e-01,        -4.752548963301e+00,        -5.718772495535e-01,        -4.753927451260e+00,        +7.071067811865e+00,        -5.709469234315e-01,        -4.752548963301e+00,        +1.052666936039e+01,        -6.854678986149e-01,        -3.105207499634e+00,        +5.816929179681e-01,        +7.071067811865e+00,        -5.718772495535e-01,        -4.753927451260e+00,        -3.105207499633e+00,        +5.816929179682e-01,        +1.052302954164e+01,        -6.868932766876e-01
 1.70000000e+02,        +7.071067811865e+00,        +7.201952586875e+00,        -3.089939380405e-01,        -6.205589517371e-01,        -4.745543426333e+00,        -6.215242873491e-01,        -4.746891197985e+00,        +7.071067811865e+00,        -6.205589517372e-01,        -4.745543426333e+00,        +1.051802507412e+01,        -7.211111253231e-01,        -3.094411569900e+00,        +6.373300338156e-01,        +7.071067811865e+00,        -6.215242873490e-01,        -4.746891197985e+00,        -3.094411569900e+00,        +6.373300338155e-01,        +1.051437139664e+01,        -7.225200744764e-01
 1.71000000e+02,        +7.071067811865e+00,        +7.195261141575e+00,        -3.323623559430e-01,        -6.700763831993e-01,        -4.737970509227e+00,        -6.710760449085e-01,        -4.739286131826e+00,        +7.071067811865e+00,        -6.700763831994e-01,        -4.737970509227e+00,        +1.050884773154e+01,        -7.566905200777e-01,        -3.082652232762e+00,        +6.928496710874e-01,        +7.071067811865e+00,        -6.710760449086e-01,        -4.739286131826e+00,        -3.082652232762e+00,        +6.928496710873e-01,        +1.050518011040e+01,        -7.580835264106e-01
 1.72000000e+02,        +7.071067811865e+00,        +7.188090016519e+00,        -3.555995003248e-01,        -7.194913267459e-01,        -4.729831782319e+00,        -7.205245731749e-01,        -4.731113801311e+00,        +7.071067811865e+00,        -7.194913267460e-01,        -4.729831782319e+00,        +1.049912879383e+01,        -7.922010021100e-01,        -3.069922242209e+00,        +7.482375643259e-01,        +7.071067811865e+00,        -7.205245731749e-01,        -4.731113801311e+00,        -3.069922242209e+00,        +7.482375643259e-01,        +1.049544707375e+01,        -7.935785742332e-01
 1.73000000e+02,        +7.071067811865e+00,        +7.180442114020e+00,        -3.786953481694e-01,        -7.687959282138e-01,        -4.721128965931e+00,        -7.698619555364e-01,        -4.722375904129e+00,        +7.071067811865e+00,        -7.687959282139e-01,        -4.721128965931e+00,        +1.048885902814e+01,        -8.276367084846e-01,        -3.056213866634e+00,        +8.034787011480e-01,        +7.071067811865e+00,        -7.698619555363e-01,        -4.722375904129e+00,        -3.056213866634e+00,        +8.034787011479e-01,        +1.048516297641e+01,        -8.289993752775e-01
 1.74000000e+02,        +7.071067811865e+00,        +7.172320562767e+00,        -4.016399497489e-01,        -8.179823744591e-01,        -4.711863929271e+00,        -8.190803113252e-01,        -4.713074286118e+00,        +7.071067811865e+00,        -8.179823744591e-01,        -4.711863929271e+00,        +1.047802848571e+01,        -8.629908737537e-01,        -3.041518865480e+00,        +8.585572070775e-01,        +7.071067811865e+00,        -8.190803113253e-01,        -4.713074286118e+00,        -3.041518865481e+00,        +8.585572070776e-01,        +1.047431778445e+01,        -8.643391814941e-01
 1.75000000e+02,        +7.071067811865e+00,        +7.163728715658e+00,        -4.244234344260e-01,        -8.670428974714e-01,        -4.702038689203e+00,        -8.681717992333e-01,        -4.703210940159e+00,        +7.071067811865e+00,        -8.670428974715e-01,        -4.702038689203e+00,        +1.046662648427e+01,        -8.982556912565e-01,        -3.025828469895e+00,        +9.134562119112e-01,        +7.071067811865e+00,        -8.681717992332e-01,        -4.703210940159e+00,        -3.025828469895e+00,        +9.134562119111e-01,        +1.046290072187e+01,        -8.995901999845e-01
 1.76000000e+02,        +7.071067811865e+00,        +7.154670147459e+00,        -4.470360163810e-01,        -9.159697784925e-01,        -4.691655408851e+00,        -9.171286206352e-01,        -4.692788004995e+00,        +7.071067811865e+00,        -9.159697784925e-01,        -4.691655408851e+00,        +1.045464159682e+01,        -9.334221531333e-01,        -3.009133369642e+00,        +9.681576946629e-01,        +7.071067811865e+00,        -9.171286206352e-01,        -4.692788004995e+00,        -3.009133369642e+00,        +9.681576946629e-01,        +1.045090025863e+01,        -9.347434320771e-01
 1.77000000e+02,        +7.071067811865e+00,        +7.145148652295e+00,        -4.694680002564e-01,        -9.647553521417e-01,        -4.680716396054e+00,        -9.659430228083e-01,        -4.681807763967e+00,        +7.071067811865e+00,        -9.647553521417e-01,        -4.680716396054e+00,        +1.044206164986e+01,        -9.684798657533e-01,        -2.991423709272e+00,        +1.022642303768e+00,        +7.071067811865e+00,        -9.659430228084e-01,        -4.681807763967e+00,        -2.991423709272e+00,        +1.022642303768e+00,        +1.043830410793e+01,        -9.697884876154e-01
 1.78000000e+02,        +7.071067811865e+00,        +7.135168240965e+00,        -4.917097867128e-01,        -1.013392010550e+00,        -4.669224101642e+00,        -1.014607302040e+00,        -4.670272643707e+00,        +7.071067811865e+00,        -1.013392010550e+00,        -4.669224101642e+00,        +1.042887373511e+01,        -1.003416836862e+00,        -2.972689097516e+00,        +1.076889148817e+00,        +7.071067811865e+00,        -1.014607302040e+00,        -4.670272643707e+00,        -2.972689097515e+00,        +1.076889148817e+00,        +1.042509923705e+01,        -1.004713370713e+00
 1.79000000e+02,        +7.071067811865e+00,        +7.124733138102e+00,        -5.137518778914e-01,        -1.061872207505e+00,        -4.657181117525e+00,        -1.063113806611e+00,        -4.658185212787e+00,        +7.071067811865e+00,        -1.061872207504e+00,        -4.657181117525e+00,        +1.041506423978e+01,        -1.038219230406e+00,        -2.952918635151e+00,        +1.130875559756e+00,        +7.071067811865e+00,        -1.063113806611e+00,        -4.658185212787e+00,        -2.952918635151e+00,        +1.130875559756e+00,        +1.041127189661e+01,        -1.039504232886e+00
 1.80000000e+02,        +7.071067811865e+00,        +7.113847779165e+00,        -5.355848827767e-01,        -1.110188462602e+00,        -4.644590174581e+00,        -1.111454939648e+00,        -4.645548180363e+00,        +7.071067811865e+00,        -1.110188462602e+00,        -4.644590174581e+00,        +1.040061890239e+01,        -1.072871084708e+00,        -2.932100968223e+00,        +1.184576809183e+00,        +7.071067811865e+00,        -1.111454939648e+00,        -4.645548180363e+00,        -2.932100968223e+00,        +1.184576809183e+00,        +1.039680767544e+01,        -1.074145089177e+00
 1.81000000e+02,        +7.071067811865e+00,        +7.102516807277e+00,        -5.571995224536e-01,        -1.158333365417e+00,        -4.631454140310e+00,        -1.159623161837e+00,        -4.632364394827e+00,        +7.071067811865e+00,        -1.158333365417e+00,        -4.631454140311e+00,        +1.038552290302e+01,        -1.107353989557e+00,        -2.910224375548e+00,        +1.237965793263e+00,        +7.071067811865e+00,        -1.159623161837e+00,        -4.632364394827e+00,        -2.910224375548e+00,        +1.237965793263e+00,        +1.038169158987e+01,        -1.108617492756e+00
 1.82000000e+02,        +7.071067811865e+00,        +7.090745069910e+00,        -5.785866352545e-01,        -1.206299579674e+00,        -4.617776016230e+00,        -1.207610993988e+00,        -4.618636842520e+00,        +7.071067811865e+00,        -1.206299579674e+00,        -4.617776016229e+00,        +1.036976099956e+01,        -1.141646717915e+00,        -2.887276902101e+00,        +1.291012666923e+00,        +7.071067811865e+00,        -1.207610993988e+00,        -4.618636842520e+00,        -2.887276902101e+00,        +1.291012666923e+00,        +1.036590821909e+01,        -1.142900163617e+00
 1.83000000e+02,        +7.071067811865e+00,        +7.078537615421e+00,        -5.997371817901e-01,        -1.254079847425e+00,        -4.603558934969e+00,        -1.255411019464e+00,        -4.604368646541e+00,        +7.071067811865e+00,        -1.254079847425e+00,        -4.603558934969e+00,        +1.035331772472e+01,        -1.175724808560e+00,        -2.863246553139e+00,        +1.343684429587e+00,        +7.071067811865e+00,        -1.255411019464e+00,        -4.604368646541e+00,        -2.863246553139e+00,        +1.343684429587e+00,        +1.034944190146e+01,        -1.176968567607e+00
 1.84000000e+02,        +7.071067811865e+00,        +7.065899689446e+00,        -6.206422498604e-01,        -1.301666993211e+00,        -4.588806157026e+00,        -1.303015886462e+00,        -4.589563065699e+00,        +7.071067811865e+00,        -1.301666993211e+00,        -4.588806157026e+00,        +1.033617766278e+01,        -1.209560097281e+00,        -2.838121568011e+00,        +1.395944459016e+00,        +7.071067811865e+00,        -1.303015886462e+00,        -4.589563065699e+00,        -2.838121568011e+00,        +1.395944459015e+00,        +1.033227701080e+01,        -1.210794443278e+00
 1.85000000e+02,        +7.071067811865e+00,        +7.052836731156e+00,        -6.412930592389e-01,        -1.349053928189e+00,        -4.573521067108e+00,        -1.350418310182e+00,        -4.574223493692e+00,        +7.071067811865e+00,        -1.349053928189e+00,        -4.573521067108e+00,        +1.031832582981e+01,        -1.243120196614e+00,        -2.811890797560e+00,        +1.447751993170e+00,        +7.071067811865e+00,        -1.350418310182e+00,        -4.574223493691e+00,        -2.811890797560e+00,        +1.447751993170e+00,        +1.031439833658e+01,        -1.244345276443e+00
 1.86000000e+02,        +7.071067811865e+00,        +7.039354369372e+00,        -6.616809663284e-01,        -1.396233654183e+00,        -4.557707170012e+00,        -1.397611074903e+00,        -4.558353458563e+00,        +7.071067811865e+00,        -1.396233654183e+00,        -4.557707170012e+00,        +1.029974818707e+01,        -1.276367928059e+00,        -2.784544214870e+00,        +1.499061563985e+00,        +7.071067811865e+00,        -1.397611074903e+00,        -4.558353458563e+00,        -2.784544214870e+00,        +1.499061563985e+00,        +1.029579159799e+01,        -1.277583726271e+00
 1.87000000e+02,        +7.071067811865e+00,        +7.025458418562e+00,        -6.817974686807e-01,        -1.443199267599e+00,        -4.541368085944e+00,        -1.444587036027e+00,        -4.541956622545e+00,        +7.071067811865e+00,        -1.443199267599e+00,        -4.541368085944e+00,        +1.028043232397e+01,        -1.309260716938e+00,        -2.756073595893e+00,        +1.549822393137e+00,        +7.071067811865e+00,        -1.444587036027e+00,        -4.541956622545e+00,        -2.756073595893e+00,        +1.549822393137e+00,        +1.027644412837e+01,        -1.310467012940e+00
 1.88000000e+02,        +7.071067811865e+00,        +7.011154874704e+00,        -7.016342093781e-01,        -1.489943963111e+00,        -4.524507545199e+00,        -1.491339122173e+00,        -4.525036782377e+00,        +7.071067811865e+00,        -1.489943963111e+00,        -4.524507545199e+00,        +1.026036835420e+01,        -1.341749969434e+00,        -2.726473413792e+00,        +1.599977769328e+00,        +7.071067811865e+00,        -1.491339122173e+00,        -4.525036782377e+00,        -2.726473413792e+00,        +1.599977769328e+00,        +1.025634577423e+01,        -1.342946286348e+00
 1.89000000e+02,        +7.071067811865e+00,        +6.996449911038e+00,        -7.211829812722e-01,        -1.536461036998e+00,        -4.507129382099e+00,        -1.537860337448e+00,        -4.507597870198e+00,        +7.071067811865e+00,        -1.536461036998e+00,        -4.507129382099e+00,        +1.023955007601e+01,        -1.373780465159e+00,        -2.695741998245e+00,        +1.649464440391e+00,        +7.071067811865e+00,        -1.537860337448e+00,        -4.507597870198e+00,        -2.695741998245e+00,        +1.649464440391e+00,        +1.023549006019e+01,        -1.374966009167e+00
 1.90000000e+02,        +7.071067811865e+00,        +6.981349873698e+00,        -7.404357310746e-01,        -1.582743889927e+00,        -4.489237528088e+00,        -1.584143764083e+00,        -4.489643955139e+00,        +7.071067811865e+00,        -1.582743889927e+00,        -4.489237528088e+00,        +1.021797645381e+01,        -1.405289818104e+00,        -2.663883017060e+00,        +1.698212073114e+00,        +7.071067811865e+00,        -1.584143764083e+00,        -4.489643955139e+00,        -2.663883017060e+00,        +1.698212073114e+00,        +1.021387567759e+01,        -1.406463407172e+00
 1.91000000e+02,        +7.071067811865e+00,        +6.965861277245e+00,        -7.593845632974e-01,        -1.628786028935e+00,        -4.470836003914e+00,        -1.630182565670e+00,        -4.471179245674e+00,        +7.071067811865e+00,        -1.628786028935e+00,        -4.470836003914e+00,        +1.019565348083e+01,        -1.436208085712e+00,        -2.630907340486e+00,        +1.746142860627e+00,        +7.071067811865e+00,        -1.630182565670e+00,        -4.471179245674e+00,        -2.630907340486e+00,        +1.746142860627e+00,        +1.019150835750e+01,        -1.437368066821e+00
 1.92000000e+02,        +7.071067811865e+00,        +6.949990800091e+00,        -7.780217440381e-01,        -1.674581068272e+00,        -4.451928910855e+00,        -1.675969991367e+00,        -4.452208092809e+00,        +7.071067811865e+00,        -1.674581068272e+00,        -4.451928910855e+00,        +1.017259647947e+01,        -1.466457641427e+00,        -2.596835345036e+00,        +1.793171392961e+00,        +7.071067811865e+00,        -1.675969991366e+00,        -4.452208092809e+00,        -2.596835345036e+00,        +1.793171392961e+00,        +1.016840318538e+01,        -1.467601795927e+00
 1.93000000e+02,        +7.071067811865e+00,        +6.933745279833e+00,        -7.963397046058e-01,        -1.720122728639e+00,        -4.432520421015e+00,        -1.721499381486e+00,        -4.432734994057e+00,        +7.071067811865e+00,        -1.720122728639e+00,        -4.432520421015e+00,        +1.014883288039e+01,        -1.495953471305e+00,        -2.561699698617e+00,        +1.839204951755e+00,        +7.071067811865e+00,        -1.721499381486e+00,        -4.432734994057e+00,        -2.561699698617e+00,        +1.839204951755e+00,        +1.014458739983e+01,        -1.497078908834e+00
 1.94000000e+02,        +7.071067811865e+00,        +6.917131708497e+00,        -8.143310449842e-01,        -1.765404834287e+00,        -4.412614766877e+00,        -1.766764175048e+00,        -4.412764598051e+00,        +7.071067811865e+00,        -1.765404834288e+00,        -4.412614766877e+00,        +1.012440548799e+01,        -1.524604109107e+00,        -2.525548635020e+00,        +1.884144444251e+00,        +7.071067811865e+00,        -1.766764175048e+00,        -4.412764598051e+00,        -2.525548635020e+00,        +1.884144444250e+00,        +1.012010368382e+01,        -1.525707151911e+00
 1.95000000e+02,        +7.071067811865e+00,        +6.900157227702e+00,        -8.319885371292e-01,        -1.810421307313e+00,        -4.392216230476e+00,        -1.811757919927e+00,        -4.392301709419e+00,        +7.071067811865e+00,        -1.810421307313e+00,        -4.392216230477e+00,        +1.009937617799e+01,        -1.552313482905e+00,        -2.488449664090e+00,        +1.927886250575e+00,        +7.071067811865e+00,        -1.811757919927e+00,        -4.392301709419e+00,        -2.488449664090e+00,        +1.927886250575e+00,        +1.009501389534e+01,        -1.553389544404e+00
 1.96000000e+02,        +7.071067811865e+00,        +6.882829123754e+00,        -8.493051280960e-01,        -1.855166158451e+00,        -4.371329132883e+00,        -1.856474286306e+00,        -4.371351293255e+00,        +7.071067811865e+00,        -1.855166158451e+00,        -4.371329132883e+00,        +1.007382987252e+01,        -1.578983999823e+00,        -2.450493563096e+00,        +1.970325312420e+00,        +7.071067811865e+00,        -1.856474286306e+00,        -4.371351293255e+00,        -2.450493563096e+00,        +1.970325312420e+00,        +1.006940308331e+01,        -1.580027464180e+00
 1.97000000e+02,        +7.071067811865e+00,        +6.865154822672e+00,        -8.662739429949e-01,        -1.899633473727e+00,        -4.349957825075e+00,        -1.900907084076e+00,        -4.349918478101e+00,        +7.071067811865e+00,        -1.899633473727e+00,        -4.349957825076e+00,        +1.004787848801e+01,        -1.604521226286e+00,        -2.411798344661e+00,        +2.011359822338e+00,        +7.071067811865e+00,        -1.900907084076e+00,        -4.349918478101e+00,        -2.411798344660e+00,        +2.011359822338e+00,        +1.004338348378e+01,        -1.605525339508e+00
 1.98000000e+02,        +7.071067811865e+00,        +6.847141885168e+00,        -8.828882877739e-01,        -1.943817396534e+00,        -4.328106681795e+00,        -1.945050284623e+00,        -4.328008555851e+00,        +7.071067811865e+00,        -1.943817396534e+00,        -4.328106681796e+00,        +1.002166434773e+01,        -1.628840499772e+00,        -2.372512692128e+00,        +2.050897852001e+00,        +7.071067811865e+00,        -1.945050284623e+00,        -4.328008555851e+00,        -2.372512692128e+00,        +2.050897852001e+00,        +1.001709798665e+01,        -1.629797287542e+00
 1.99000000e+02,        +7.071067811865e+00,        +6.828798001583e+00,        -8.991416518284e-01,        -1.987712105235e+00,        -4.305780100511e+00,        -1.988898046897e+00,        -4.305626976468e+00,        +7.071067811865e+00,        -1.987712105235e+00,        -4.305780100511e+00,        +9.995362301796e+00,        -1.651875693374e+00,        -2.332818103257e+00,        +2.088866143248e+00,        +7.071067811865e+00,        -1.988898046897e+00,        -4.305626976467e+00,        -2.332818103256e+00,        +2.088866143248e+00,        +9.990722311719e+00,        -1.652775925874e+00
 2.00000000e+02,        +7.071067811865e+00,        +6.810130986793e+00,        -9.150277104434e-01,        -2.031311787249e+00,        -4.282982508043e+00,        -2.032444746802e+00,        -4.282779334934e+00,        +7.071067811865e+00,        -2.031311787249e+00,        -4.282982508043e+00,        +9.969179537904e+00,        -1.673590097386e+00,        -2.292928722198e+00,        +2.125221028464e+00,        +7.071067811865e+00,        -2.032444746802e+00,        -4.282779334934e+00,        -2.292928722198e+00,        +2.125221028464e+00,        +9.964464870724e+00,        -1.674423326076e+00
